t,loss,phase,noise
0.95,22.2147216796875,NF1,0.5
0.95,22.218849182128903,NF2,0.5
0.0,22.215356826782227,NF1,0.0
0.0,22.19172096252441,NF2,0.0
0.0499999999999999,22.21512985229492,NF1,0.0
0.0499999999999999,22.09747886657715,NF2,0.0
0.0999999999999999,22.16404914855957,NF1,0.0
0.0999999999999999,22.17415809631348,NF2,0.0
0.15,22.15281867980957,NF1,0.0
0.15,22.181291580200195,NF2,0.0
0.1999999999999999,22.19096946716309,NF1,0.0
0.1999999999999999,22.174938201904297,NF2,0.0
0.2499999999999999,22.187299728393555,NF1,0.0
0.2499999999999999,22.14146423339844,NF2,0.0
0.3,22.15041923522949,NF1,0.0
0.3,22.16172981262207,NF2,0.0
0.35,22.219486236572266,NF1,0.0
0.35,22.100229263305664,NF2,0.0
0.3999999999999999,22.20706558227539,NF1,0.0
0.3999999999999999,22.146915435791016,NF2,0.0
0.4499999999999999,22.2000732421875,NF1,0.0
0.4499999999999999,22.145998001098636,NF2,0.0
0.4999999999999999,22.1782341003418,NF1,0.0
0.4999999999999999,22.20943260192871,NF2,0.0
0.5499999999999999,22.15949058532715,NF1,0.0
0.5499999999999999,22.11944007873535,NF2,0.0
0.6,22.164234161376957,NF1,0.0
0.6,22.059268951416016,NF2,0.0
0.6499999999999999,22.19370460510254,NF1,0.0
0.6499999999999999,22.145235061645508,NF2,0.0
0.7,22.16664123535156,NF1,0.0
0.7,22.178447723388672,NF2,0.0
0.7499999999999999,22.21912956237793,NF1,0.0
0.7499999999999999,22.15329933166504,NF2,0.0
0.7999999999999999,22.165462493896484,NF1,0.0
0.7999999999999999,22.170787811279297,NF2,0.0
0.85,22.147998809814453,NF1,0.0
0.85,22.118993759155277,NF2,0.0
0.8999999999999999,22.244733810424805,NF1,0.0
0.8999999999999999,22.11406135559082,NF2,0.0
0.95,22.241024017333984,NF1,0.0
0.95,22.12939071655273,NF2,0.0
0.0,22.093616485595703,NF1,0.5
0.0,22.178211212158203,NF2,0.5
0.0499999999999999,22.08621406555176,NF1,0.5
0.0499999999999999,22.48196601867676,NF2,0.5
0.0999999999999999,22.63918876647949,NF1,0.5
0.0999999999999999,22.2951602935791,NF2,0.5
0.15,23.224210739135746,NF1,0.5
0.15,22.588441848754883,NF2,0.5
0.1999999999999999,23.50888442993164,NF1,0.5
0.1999999999999999,23.82211303710937,NF2,0.5
0.2499999999999999,25.31719207763672,NF1,0.5
0.2499999999999999,23.925098419189453,NF2,0.5
0.3,28.27996635437012,NF1,0.5
0.3,27.130002975463867,NF2,0.5
0.35,27.649385452270508,NF1,0.5
0.35,28.37642288208008,NF2,0.5
0.3999999999999999,26.94169235229492,NF1,0.5
0.3999999999999999,26.49542236328125,NF2,0.5
0.4499999999999999,26.46623992919922,NF1,0.5
0.4499999999999999,25.273046493530277,NF2,0.5
0.4999999999999999,26.591707229614254,NF1,0.5
0.4999999999999999,25.09092712402344,NF2,0.5
0.5499999999999999,25.88333320617676,NF1,0.5
